,Ссылка,Стоимость,Тип участка,Площадь в сотках,Стоимость 1 сотки,Адрес,Дата,Дата прим.
150,https://www.avito.ru/georgievskaya/zemelnye_uchastki/uchastok_6sot._izhs_2084108777,200000,ИЖС,6.0,33333,станица Георгиевская,17.08.2023,23 часа назад
151,https://www.avito.ru/lysogorskaya/zemelnye_uchastki/uchastok_8sot._izhs_846414256,350000,ИЖС,8.0,43750,станица Лысогорская,16.08.2023,1 день назад
152,https://www.avito.ru/izobilnyy/zemelnye_uchastki/uchastok_8_sot._izhs_2919510326,110000,ИЖС,8.0,13750,Изобильный,17.08.2023,21 час назад
153,https://www.avito.ru/pelagiada/zemelnye_uchastki/uchastok_19sot._izhs_3214623901,1500000,ИЖС,19.0,78947,с. Пелагиада,16.08.2023,1 день назад
154,https://www.avito.ru/yutsa/zemelnye_uchastki/uchastok_10sot._snt_dnp_3123897092,500000,"СНТ, ДНП",10.0,50000,Юца,17.08.2023,20 часов назад
155,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_7_sot._snt_dnp_1047861712,400000,"СНТ, ДНП",7.0,57142,Ставрополь,17.08.2023,23 часа назад
156,https://www.avito.ru/zheleznovodsk/zemelnye_uchastki/uchastok_35sot._izhs_2577363761,450000,ИЖС,3.5,128571,"Железноводск, садовые участки Заря",13.08.2023,4 дня назад
157,https://www.avito.ru/nevinnomyssk/zemelnye_uchastki/uchastok_155sot._promnaznacheniya_2948794527,1000000,промназначения,15.5,64516,Невинномысск,17.08.2023,21 час назад
158,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_57sot._izhs_3248193828,1000000,ИЖС,5.7,175438,"Ставрополь, садовое товарищество Превосходное",17.08.2023,21 час назад
159,https://www.avito.ru/nezhinskiy/zemelnye_uchastki/uchastok_6sot._izhs_2935863476,1900000,ИЖС,6.0,316666,пос. Мирный,12.08.2023,5 дней назад
160,https://www.avito.ru/essentukskaya/zemelnye_uchastki/uchastok_6sot._izhs_2408743035,1250000,ИЖС,6.0,208333,Ессентукская,16.08.2023,1 день назад
161,https://www.avito.ru/stavropolskiy_kray_mihaylovsk/zemelnye_uchastki/uchastok_6sot._snt_dnp_2519794479,467000,"СНТ, ДНП",6.0,77833,садовое товарищество Авиатор,16.08.2023,1 день назад
162,https://www.avito.ru/vinsady/zemelnye_uchastki/uchastok_5sot._promnaznacheniya_2218441743,50000,промназначения,5.0,10000,Винсады,17.08.2023,21 час назад
163,https://www.avito.ru/nezhinskiy/zemelnye_uchastki/uchastok_6sot._snt_dnp_3114864022,500000,"СНТ, ДНП",6.0,83333,пос. Нежинский,12.08.2023,5 дней назад
164,https://www.avito.ru/galyugaevskaya/zemelnye_uchastki/uchastok_10ga_izhs_3227556339,900000,ИЖС,1000.0,900,с. Гвардейское,17.08.2023,21 час назад
165,https://www.avito.ru/podkumok/zemelnye_uchastki/uchastok_6sot._izhs_500585881,1000000,ИЖС,6.0,166666,пос. Подкумок,16.08.2023,1 день назад
166,https://www.avito.ru/stavropolskiy_kray_pervomayskiy/zemelnye_uchastki/uchastok_6sot._snt_dnp_873272416,400000,"СНТ, ДНП",6.0,66666,СНТ Нива,15.08.2023,2 дня назад
167,https://www.avito.ru/pyatigorsk/zemelnye_uchastki/uchastok_1sot._izhs_3066994777,2750000,ИЖС,1.0,2750000,Пятигорск,17.08.2023,23 часа назад
168,https://www.avito.ru/inozemtsevo_kp/zemelnye_uchastki/uchastok_10sot._izhs_3142001352,3000000,ИЖС,10.0,300000,пос. Иноземцево,14.08.2023,3 дня назад
169,https://www.avito.ru/pravokumskoe/zemelnye_uchastki/uchastok_131ga_snt_dnp_3366032201,800000,"СНТ, ДНП",1310.0,610,с. Правокумское,16.08.2023,1 день назад
170,https://www.avito.ru/goryachevodskiy/zemelnye_uchastki/uchastok_6sot._izhs_2460089729,2300000,ИЖС,6.0,383333,садовое товарищество Тамбукан,17.08.2023,22 часа назад
171,https://www.avito.ru/levokumka/zemelnye_uchastki/uchastok_5sot._snt_dnp_3112635571,150000,"СНТ, ДНП",5.0,30000,СНТ Рассвет,16.08.2023,1 день назад
172,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_6sot._snt_dnp_3214637824,3150000,"СНТ, ДНП",6.0,525000,"Ставрополь, СТ Приозёрное",17.08.2023,22 часа назад
173,https://www.avito.ru/zheleznovodsk/zemelnye_uchastki/uchastok_10_sot._izhs_2596904080,1200000,ИЖС,10.0,120000,"Железноводск, СТ Ясная Поляна",16.08.2023,1 день назад
174,https://www.avito.ru/krasnokumskoe/zemelnye_uchastki/uchastok_10ga_snt_dnp_3227999693,1300000,"СНТ, ДНП",1000.0,1300,пос. Шаумянский,13.08.2023,4 дня назад
175,https://www.avito.ru/kochubeevskoe/zemelnye_uchastki/uchastok_15sot._izhs_2945054261,170000,ИЖС,15.0,11333,с. Кочубеевское,15.08.2023,2 дня назад
176,https://www.avito.ru/inozemtsevo_kp/zemelnye_uchastki/uchastok_5sot._snt_dnp_999874110,600000,"СНТ, ДНП",5.0,120000,"пос. Иноземцево, садовые участки Радуга",16.08.2023,1 день назад
177,https://www.avito.ru/essentukskaya/zemelnye_uchastki/uchastok_109sot._izhs_2519825291,1100000,ИЖС,10.9,100917,станица Ессентукская,15.08.2023,2 дня назад
178,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_8sot._snt_dnp_3262689549,4200000,"СНТ, ДНП",8.0,525000,"Ставрополь, садовое товарищество Юбилейное-1",17.08.2023,17 часов назад
179,https://www.avito.ru/neftekumsk/zemelnye_uchastki/uchastok_8sot._izhs_2493301075,900000,ИЖС,8.0,112500,Нефтекумск,16.08.2023,1 день назад
180,https://www.avito.ru/zheleznovodsk/zemelnye_uchastki/uchastok_10sot._izhs_2593271848,1000000,ИЖС,10.0,100000,"Железноводск, СТ Ясная Поляна",16.08.2023,1 день назад
181,https://www.avito.ru/stavropolskiy_kray_konstantinovskaya/zemelnye_uchastki/uchastok_10sot._snt_dnp_3300409301,700000,"СНТ, ДНП",10.0,70000,станица Константиновская,15.08.2023,2 дня назад
182,https://www.avito.ru/kislovodsk/zemelnye_uchastki/uchastok_55sot._izhs_3474115710,4500,ИЖС,5.5,818,Кисловодск,16.08.2023,1 день назад
183,https://www.avito.ru/goryachevodskiy/zemelnye_uchastki/uchastok_53sot._snt_dnp_2684775665,700000,"СНТ, ДНП",5.3,132075,Горячеводский,16.08.2023,1 день назад
184,https://www.avito.ru/kislovodsk/zemelnye_uchastki/uchastok_45sot._izhs_3146520063,10000000,ИЖС,4.5,2222222,Кисловодск,17.08.2023,23 часа назад
185,https://www.avito.ru/nezhinskiy/zemelnye_uchastki/uchastok_6sot._izhs_3021647494,3000000,ИЖС,6.0,500000,пос. Нежинский,14.08.2023,3 дня назад
186,https://www.avito.ru/essentuki/zemelnye_uchastki/uchastok_5sot._izhs_2750652606,550000,ИЖС,5.0,110000,"Ессентуки, садоводческое товарищество Мичуринец",16.08.2023,1 день назад
187,https://www.avito.ru/kislovodsk/zemelnye_uchastki/uchastok_9sot._izhs_3078156085,3000000,ИЖС,9.0,333333,Кисловодск,16.08.2023,1 день назад
188,https://www.avito.ru/tatarka/zemelnye_uchastki/uchastok_15sot._izhs_2939848701,3750000,ИЖС,15.0,250000,с. Татарка,16.08.2023,1 день назад
189,https://www.avito.ru/ivanovskoe/zemelnye_uchastki/uchastok_17sot._izhs_3372141077,1,ИЖС,17.0,0,с. Ивановское,10.08.2023,1 неделю назад
190,https://www.avito.ru/yutsa/zemelnye_uchastki/uchastok_10sot._izhs_1773412636,650000,ИЖС,10.0,65000,с. Юца,16.08.2023,1 день назад
191,https://www.avito.ru/kislovodsk/zemelnye_uchastki/uchastok_5sot._snt_dnp_2940006386,1250000,"СНТ, ДНП",5.0,250000,пос. Луначарский,16.08.2023,1 день назад
192,https://www.avito.ru/lermontov/zemelnye_uchastki/uchastok_6sot._izhs_3303071290,1700000,ИЖС,6.0,283333,с. Острогорка,15.08.2023,2 дня назад
193,https://www.avito.ru/orlovka/zemelnye_uchastki/uchastok_15sot._snt_dnp_2678827249,250000,"СНТ, ДНП",15.0,16666,с. Орловка,16.08.2023,1 день назад
194,https://www.avito.ru/kislovodsk/zemelnye_uchastki/uchastok_4sot._snt_dnp_3276100925,399000,"СНТ, ДНП",4.0,99750,Кисловодск,14.08.2023,3 дня назад
195,https://www.avito.ru/pyatigorsk/zemelnye_uchastki/uchastok_8sot._izhs_2123676906,5500000,ИЖС,8.0,687500,Пятигорск,16.08.2023,1 день назад
196,https://www.avito.ru/nadezda/zemelnye_uchastki/uchastok_11sot._izhs_2392816888,1550000,ИЖС,11.0,140909,с. Надежда,16.08.2023,1 день назад
197,https://www.avito.ru/georgievsk/zemelnye_uchastki/uchastok_8sot._izhs_3333980382,800000,ИЖС,8.0,100000,пос. Новый,12.08.2023,5 дней назад
198,https://www.avito.ru/borgustanskaya/zemelnye_uchastki/uchastok_8sot._izhs_3145067405,450000,ИЖС,8.0,56250,станица Боргустанская,16.08.2023,1 день назад
199,https://www.avito.ru/nadezda/zemelnye_uchastki/uchastok_9sot._snt_dnp_3586465802,170000,"СНТ, ДНП",9.0,18888,Надежда,10.08.2023,1 неделю назад
200,https://www.avito.ru/essentuki/zemelnye_uchastki/uchastok_65sot._snt_dnp_3310342699,2250000,"СНТ, ДНП",6.5,346153,"Ессентуки, садовые участки Мичуринец",16.08.2023,1 день назад
201,https://www.avito.ru/podkumok/zemelnye_uchastki/uchastok_30sot._izhs_2024097458,1000,ИЖС,30.0,33,пос. Подкумок,10.08.2023,1 неделю назад
202,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_11sot._snt_dnp_3034078042,550000,"СНТ, ДНП",11.0,50000,"Ставрополь, садовое товарищество Вольница-2",11.08.2023,6 дней назад
203,https://www.avito.ru/staromarevka/zemelnye_uchastki/uchastok_20sot._izhs_2861469427,380000,ИЖС,20.0,19000,с. Старомарьевка,10.08.2023,1 неделю назад
204,https://www.avito.ru/stavropolskiy_kray_grachevka/zemelnye_uchastki/uchastok_1376ga_snt_dnp_2671569160,570000,"СНТ, ДНП",1376.0,414,Грачевка,10.08.2023,1 неделю назад
205,https://www.avito.ru/essentuki/zemelnye_uchastki/uchastok_6sot._snt_dnp_3063835781,250000,"СНТ, ДНП",6.0,41666,Ессентуки,10.08.2023,1 неделю назад
206,https://www.avito.ru/andzhievskiy/zemelnye_uchastki/uchastok_12sot._izhs_923360829,1100000,ИЖС,12.0,91666,пос. Кумской,11.08.2023,6 дней назад
207,https://www.avito.ru/podkumok/zemelnye_uchastki/uchastok_6ga_izhs_3263886316,600000,ИЖС,600.0,1000,Подкумок,10.08.2023,1 неделю назад
208,https://www.avito.ru/stavropolskiy_kray_konstantinovskaya/zemelnye_uchastki/uchastok_29_ga_snt_dnp_2362661324,1100000,"СНТ, ДНП",290.0,3793,станица Константиновская,10.08.2023,1 неделю назад
209,https://www.avito.ru/grazhdanskoe/zemelnye_uchastki/uchastok_15sot._izhs_3209048246,230000,ИЖС,15.0,15333,с. Орбельяновка,11.08.2023,6 дней назад
210,https://www.avito.ru/podkumok/zemelnye_uchastki/uchastok_7sot._izhs_3029306268,1000000,ИЖС,7.0,142857,пос. Подкумок,10.08.2023,1 неделю назад
211,https://www.avito.ru/borgustanskaya/zemelnye_uchastki/uchastok_30sot._izhs_1096110178,1500000,ИЖС,30.0,50000,хутор Новоборгустанский,10.08.2023,1 неделю назад
212,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_5sot._snt_dnp_3230446732,400000,"СНТ, ДНП",5.0,80000,"Ставрополь, садовое товарищество Кинотехника",13.08.2023,4 дня назад
213,https://www.avito.ru/essentukskaya/zemelnye_uchastki/uchastok_8sot._izhs_3333969860,3800000,ИЖС,8.0,475000,станица Ессентукская,10.08.2023,1 неделю назад
214,https://www.avito.ru/kangly/zemelnye_uchastki/uchastok_6sot._snt_dnp_3305866673,500000,"СНТ, ДНП",6.0,83333,пос. Кумагорск,12.08.2023,5 дней назад
215,https://www.avito.ru/nadezda/zemelnye_uchastki/uchastok_10ga_snt_dnp_3019821027,850000,"СНТ, ДНП",1000.0,850,с. Надежда,13.08.2023,4 дня назад
216,https://www.avito.ru/krasnokumskoe/zemelnye_uchastki/uchastok_8_sot._izhs_1975904644,100000,ИЖС,8.0,12500,с. Краснокумское,12.08.2023,5 дней назад
217,https://www.avito.ru/svobody/zemelnye_uchastki/uchastok_1sot._izhs_3585825831,350000,ИЖС,1.0,350000,Свободы,10.08.2023,1 неделю назад
218,https://www.avito.ru/urozhaynoe/zemelnye_uchastki/uchastok_120ga_snt_dnp_3175925279,4000000,"СНТ, ДНП",12000.0,333,пос. Степной,13.08.2023,4 дня назад
219,https://www.avito.ru/essentukskaya/zemelnye_uchastki/uchastok_6sot._izhs_3268914851,600000,ИЖС,6.0,100000,станица Ессентукская,12.08.2023,5 дней назад
220,https://www.avito.ru/staromarevka/zemelnye_uchastki/uchastok_15sot._izhs_3204293234,490000,ИЖС,15.0,32666,с. Старомарьевка,10.08.2023,1 неделю назад
221,https://www.avito.ru/essentukskaya/zemelnye_uchastki/uchastok_6sot._snt_dnp_3333719394,750000,"СНТ, ДНП",6.0,125000,станица Ессентукская,14.08.2023,3 дня назад
222,https://www.avito.ru/essentukskaya/zemelnye_uchastki/uchastok_6sot._izhs_3237826235,1150000,ИЖС,6.0,191666,станица Ессентукская,11.08.2023,6 дней назад
223,https://www.avito.ru/kislovodsk/zemelnye_uchastki/uchastok_85sot._izhs_2888126877,700000,ИЖС,8.5,82352,пос. Подкумок,11.08.2023,6 дней назад
224,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_6sot._snt_dnp_3032532753,300000,"СНТ, ДНП",6.0,50000,"Ставрополь, СТ Домостроитель",10.08.2023,1 неделю назад
225,https://www.avito.ru/svobody/zemelnye_uchastki/uchastok_8sot._izhs_2953617994,4800000,ИЖС,8.0,600000,пос. Свободы,14.08.2023,3 дня назад
226,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_45sot._snt_dnp_3170874614,395000,"СНТ, ДНП",4.5,87777,"Ставрополь, садовое товарищество Кинотехника",12.08.2023,5 дней назад
227,https://www.avito.ru/nadezda/zemelnye_uchastki/uchastok_100sot._promnaznacheniya_3072767231,100,промназначения,100.0,1,с. Надежда,14.08.2023,3 дня назад
228,https://www.avito.ru/yasnaya_polyana/zemelnye_uchastki/uchastok_6sot._snt_dnp_3214334033,500000,"СНТ, ДНП",6.0,83333,пос. Ясная Поляна,11.08.2023,6 дней назад
229,https://www.avito.ru/stavropolskiy_kray_aleksandrovskoe/zemelnye_uchastki/uchastok_85sot._izhs_2524320108,250000,ИЖС,8.5,29411,с. Александровское,12.08.2023,5 дней назад
230,https://www.avito.ru/demino/zemelnye_uchastki/uchastok_5sot._snt_dnp_2468860827,550000,"СНТ, ДНП",5.0,110000,"Ставрополь, садовое товарищество Химреактив",14.08.2023,3 дня назад
231,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_75_sot._snt_dnp_2182316146,350000,"СНТ, ДНП",7.5,46666,"Ставрополь, СТ Южное-1",15.08.2023,2 дня назад
232,https://www.avito.ru/stavropol/zemelnye_uchastki/uchastok_56sot._izhs_3149503007,6000000,ИЖС,5.6,1071428,Ставрополь,15.08.2023,2 дня назад
233,https://www.avito.ru/stavropolskiy_kray_mihaylovsk/zemelnye_uchastki/uchastok_6sot._snt_dnp_2566571559,600000,"СНТ, ДНП",6.0,100000,Михайловск,13.08.2023,4 дня назад
234,https://www.avito.ru/staromarevka/zemelnye_uchastki/uchastok_8sot._izhs_2396425471,380000,ИЖС,8.0,47500,с. Старомарьевка,13.08.2023,4 дня назад
235,https://www.avito.ru/tatarka/zemelnye_uchastki/uchastok_9sot._izhs_1960558349,700000,ИЖС,9.0,77777,с. Татарка,12.08.2023,5 дней назад
236,https://www.avito.ru/stavropolskiy_kray_mihaylovsk/zemelnye_uchastki/uchastok_52sot._izhs_2833715616,3300000,ИЖС,5.2,634615,Михайловск,12.08.2023,5 дней назад
237,https://www.avito.ru/tatarka/zemelnye_uchastki/uchastok_245sot._izhs_3300224570,650000,ИЖС,24.5,26530,станица Темнолесская,13.08.2023,4 дня назад
238,https://www.avito.ru/ivanovskoe/zemelnye_uchastki/uchastok_9sot._snt_dnp_1918241443,250000,"СНТ, ДНП",9.0,27777,Ивановское,12.08.2023,5 дней назад
239,https://www.avito.ru/tatarka/zemelnye_uchastki/uchastok_15sot._izhs_2535847427,290000,ИЖС,15.0,19333,хутор Липовчанский,13.08.2023,4 дня назад
